id,tipo_persona,actividad_empresarial,fecha,comercio,giro_comercio,tipo_venta,monto
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,20/02/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,15.84
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,22/02/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,5.12
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,23/02/22,MERCADOPAGO,MERCADO DIRECTO - VENTAS POR CATALOGO,digital,144.78
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,24/02/22,MERCADOPAGO,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,11.73
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,26/02/22,STARBUCKS,COMIDA RAPIDA,fisica,6.44
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,26/02/22,WALMART,AUTOSERVICIOS Y SUPERMERCADOS,fisica,123.27
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,27/02/22,UBEREATS,"TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",digital,19.64
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,27/02/22,CHEDRAUI,AUTOSERVICIOS Y SUPERMERCADOS,fisica,37.4
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,01/03/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,4.15
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,03/03/22,STARBUCKS,COMIDA RAPIDA,fisica,30.34
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,03/03/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,7.42
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,06/03/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,22.77
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,14/03/22,NAYAX,AGREGADOR,fisica,1.62
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,14/03/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,6.89
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,15/03/22,ITUNES,AGREGADOR,digital,2.19
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,15/03/22,MERCADOPAGO,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,11.73
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,18/03/22,SEARS,TIENDA DEPARTAMENTAL,digital,164.18
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,18/03/22,NAYAX,AGREGADOR,fisica,1.62
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,20/03/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,9.26
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,21/03/22,NAYAX,AGREGADOR,fisica,1.62
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,21/03/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,2.83
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,24/03/22,TELCEL,MERCADO DIRECTO - VENTAS POR CATALOGO,digital,11.73
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,24/03/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,47
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,25/03/22,NAYAX,AGREGADOR,fisica,1.62
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,28/03/22,MERCADOPAGO,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,144.78
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,30/03/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,41.89
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,30/03/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,5.3
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,31/03/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,10.47
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,02/04/22,NAYAX,AGREGADOR,fisica,1.62
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,04/04/22,MERCADOPAGO,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,11.73
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,05/04/22,NAYAX,AGREGADOR,fisica,1.62
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,05/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,17.7
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,06/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,2.48
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,07/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,1.85
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,11/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,8.63
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,12/04/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,16.25
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,13/04/22,SEARS,TIENDA DEPARTAMENTAL,digital,87.67
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,15/04/22,ITUNES,AGREGADOR,digital,2.19
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,17/04/22,NAYAX,AGREGADOR,fisica,1.62
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,21/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,26.03
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,24/04/22,MERCADOPAGO,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,11.73
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,25/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,20.04
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,27/04/22,DIDI,AGREGADOR,digital,6.44
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,27/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,17.42
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,27/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,7.08
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,27/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,17.46
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,28/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,13.63
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,29/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,17.49
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,29/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,17.49
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,29/04/22,MERCADOPAGO,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,144.78
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,29/04/22,SEARS,TIENDA DEPARTAMENTAL,digital,23.26
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,29/04/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,7.82
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,02/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,16.51
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,03/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,5.98
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,03/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,6.78
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,03/05/22,NAYAX,AGREGADOR,fisica,2.65
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,04/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,19.77
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,04/05/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,6.89
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,05/05/22,AMAZON,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,50.22
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,05/05/22,AMAZON,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,49.95
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,07/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,18.55
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,08/05/22,MERCADOPAGO,MERCADEO DIRECTO - NO CLASIFICADO,digital,11.73
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,08/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,6.28
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,09/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,15.19
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,13/05/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,13.28
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,13/05/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,6.89
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,14/05/22,DIDI,AGREGADOR,digital,13.34
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,14/05/22,SEARS,TIENDA DEPARTAMENTAL,digital,23.33
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,15/05/22,ITUNES,AGREGADOR,digital,2.19
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,15/05/22,ATT,"SERVICIOS DE TELECOMUNICACION, LLAMADAS LOC Y LARG",fisica,17.47
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,15/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,16.59
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,15/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,15.84
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,16/05/22,AMAZON,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,224.9
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,16/05/22,AMAZON,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,54.12
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,16/05/22,AMAZON,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,54.12
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,17/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,32.41
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,17/05/22,TOTALPLAY,"SERVICIOS DE TELECOMUNICACION, LLAMADAS LOC Y LARG",digital,90.77
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,19/05/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,17.22
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,20/05/22,OXXO,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,5.87
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,21/05/22,AMAZON,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,40.57
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,21/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,17.71
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,21/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,16.22
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,22/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,18.36
fdf02d0a51b8680e60bdb3aec28553729f2d4145,Persona Fisica Sin Actividad Empresarial,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,22/05/22,MERCADOPAGO,MERCADEO DIRECTO - NO CLASIFICADO,digital,11.73
