id,tipo_persona,actividad_empresarial,fecha,comercio,giro_comercio,tipo_venta,monto
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,14/03/22,UBER,"LIMOSINAS, (TAXIS)",digital,13.23
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,15/03/22,UBER,"LIMOSINAS, (TAXIS)",digital,18.78
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,16/03/22,UBER,"LIMOSINAS, (TAXIS)",digital,11.92
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,18/03/22,AMAZON,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,29.63
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,18/03/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,17.01
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,18/03/22,FARMACIASSIMILARES,"DROGUERIAS, (FARMACIAS)",fisica,37.81
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,20/03/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,11.62
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,21/03/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,14.49
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,23/03/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,9.26
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,24/03/22,SAMSCLUB,CLUBES DE MAYORISTA,fisica,56.99
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,24/03/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,72.11
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,27/03/22,UBER,"LIMOSINAS, (TAXIS)",digital,8.28
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,28/03/22,UBER,"LIMOSINAS, (TAXIS)",digital,8.41
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,28/03/22,UBER,"LIMOSINAS, (TAXIS)",digital,8.08
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,28/03/22,UBER,"LIMOSINAS, (TAXIS)",digital,18.62
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,28/03/22,UBER,"LIMOSINAS, (TAXIS)",digital,19.15
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,28/03/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,4.95
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,31/03/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,171.18
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,01/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,10.06
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,01/04/22,URBANI,SERVICIOS DE TRANSPORTE -NO CLASIFICADO,digital,5.99
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,02/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,13.51
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,02/04/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,84.56
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,02/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,20.23
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,03/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,8.36
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,05/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,13.91
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,06/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,12.71
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,07/04/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,83.43
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,07/04/22,SERVAGUADREN,"SERV GUBERNAM, AGUA, ELECTRICIDAD,PREDIAL,TENENCIA",digital,64.12
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,09/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,8.61
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,10/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,10.18
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,11/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,8.23
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,12/04/22,TOTALPLAY,"SERVICIOS DE TELECOMUNICACION, LLAMADAS LOC Y LARG",digital,63.31
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,12/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,9.02
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,12/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,9.5
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,14/04/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,110.1
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,15/04/22,URBANI,SERVICIOS DE TRANSPORTE -NO CLASIFICADO,digital,11.73
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,17/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,10.31
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,17/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,1.96
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,18/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,6.67
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,18/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,10.23
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,19/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,10.53
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,20/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,9.09
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,21/04/22,AMAZON,COMERCIOS ELECTRONICOS (VTAS POR INTERNET),digital,61.5
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,21/04/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,105.12
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,24/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,16.27
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,25/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,9.58
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,25/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,12.48
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,26/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,13.02
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,27/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,15.75
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,27/04/22,UBER,"LIMOSINAS, (TAXIS)",digital,8.28
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,27/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,24.48
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,28/04/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,93.55
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,30/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,12.99
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,30/04/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,9.2
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,02/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,6.56
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,02/05/22,COPPEL,TIENDA DEPARTAMENTAL,fisica,40.34
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,04/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,17.01
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,04/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,17.7
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,05/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,8.72
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,05/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,19.71
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,08/05/22,SERVAGUADREN,"SERV GUBERNAM, AGUA, ELECTRICIDAD,PREDIAL,TENENCIA",digital,66.07
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,08/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,13.28
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,09/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,13.22
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,09/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,8.63
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,11/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,20.01
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,11/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,19.2
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,11/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,18.04
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,11/05/22,UBER,"LIMOSINAS, (TAXIS)",digital,19.97
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,12/05/22,SORIANA,AUTOSERVICIOS Y SUPERMERCADOS,fisica,78.34
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,13/05/22,TOTALPLAY,"SERVICIOS DE TELECOMUNICACION, LLAMADAS LOC Y LARG",digital,63.31
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,17/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,10.47
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,17/05/22,COPPEL,TIENDA DEPARTAMENTAL,digital,46.19
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,18/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,9.32
441f2f27c0a36e7cfd332b5d2dc46d71bb6d4f2c,Persona Fisica Sin Actividad Empresarial,AMA DE CASA,18/05/22,7ELEVEN,"TIENDAS DE CONVENIENCIA, MINISUPER",fisica,18.16
